Transaction_Index,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Actual_Class,Reconstruction_Error,Predicted_Anomaly,Detection_Status,Reason,Anomaly_Score
153835,100298.0,-22.3418888868038,15.53613332478,-22.8652284959099,7.04337354768731,-14.1831291919342,-0.463144880408286,-28.2151120538009,-14.6077905214735,-9.48145633401495,-20.9491915543611,4.73958247105186,-11.9249546896802,-1.50141102577851,-3.83678146634435,-2.72032883823594,-8.88010567222989,-15.8251362851177,-6.75042522352437,-0.129188144339879,4.10001904830367,-9.11042257588182,4.15889482041313,1.41292844456256,0.38280067392155,0.447153952515532,-0.632816336434319,-4.38015425911661,-0.467862869164174,1.0,1,209.77628962198835,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,209.77628962198835
151008,94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.43892041491,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.40024649210124,-6.80988994039049,-12.4623149481086,-5.50105078380738,-0.567939572890149,2.81224110932946,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.966564233789852,-7.26348214633855,-1.32488430656137,1.0,1,206.80292840194105,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,206.80292840194105
102442,68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1,52.87182163369726,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,52.87182163369726
102444,68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1,52.87182163369726,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,52.87182163369726
151519,95628.0,-17.5189091261484,12.5721178535385,-19.0385383213549,11.1908946558522,-13.5547207079601,-0.41192361337145,-23.189396512394,-5.30141221815132,-8.63039030596902,-16.2556117491401,5.70211147983179,-13.8124040899594,-0.306815322507812,-7.01360737195925,-1.18229035380557,-9.3601791927531,-16.6683693822389,-7.14746777723207,2.16209864550609,2.52851232971436,-4.96947772242457,0.976124822110751,1.8412479337881,0.334417748210128,-0.720128461316563,-0.232603423065217,-3.02199247294556,-0.478158234859683,1.63,1,35.689963148294325,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,35.689963148294325
152019,96717.0,-3.7058559456413,4.10787318567637,-3.80365599543613,1.71031444791959,-3.58246604635748,1.4697289395611,-9.62156012711908,-11.9131046925977,-0.322296771337166,-6.62569249371823,2.17523030559549,-4.38107755793604,2.06329870945929,-0.673818453194249,1.40076321660287,-4.25492662033392,-5.16021301572915,-1.30252591599748,2.59445276115475,3.63960274068724,-5.49877168010629,2.94147540326902,0.916235852911927,-0.25550447969595,-0.18383483865098,-0.584538952417976,-0.315483570351021,-0.0972228121259146,1.0,1,16.867155157990037,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,16.867155157990037
149600,91554.0,-5.10025566317088,3.63344238024837,-3.84391862443125,0.183208447320966,-1.18399737637674,1.6021393332506,-3.00595315203476,-8.64503780175356,1.28545810732477,-3.71748137540216,3.71921153916465,-5.03402974701745,0.918999158233287,-4.22036591807154,-1.05049995739584,-1.69104526842648,-2.37242320724166,0.450098503348706,0.407805060819919,-2.80630192287329,8.28043932580154,-2.79714954096118,1.09070659271567,-0.159259597476933,0.532156369375709,-0.497125808167425,0.943621624807946,0.553580691756943,261.22,1,10.53549556944871,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,10.53549556944871
77682,57163.0,-10.3630494651588,4.54367201286394,-9.79589773551539,5.50800333404763,-6.03715599427489,-0.133492972364907,-11.7243461176622,-3.19834557193323,-4.76784222430147,-9.33212806886128,5.2241240042156,-7.74312234505579,-1.56034320038539,-7.14041803349475,1.18597782557697,-6.59870406570123,-12.1205390025684,-3.90409153348034,2.51343040062446,0.924396179705582,-2.45714487251707,1.68725664165106,0.977178353536712,-0.543368976583511,-0.289124786926125,-0.107586425389056,0.330641897772597,0.163577149556086,1.0,1,8.666518592683735,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,8.666518592683735
11343,19762.0,-14.1791651073631,7.42136996239257,-21.405835744128,11.927511869244,-7.97428068736155,-2.20271027666529,-15.4716122801735,-0.356594909586509,-6.38012489838839,-13.3482776536659,10.1875873241664,-14.5639797552132,0.59375935763569,-14.4915983463022,-0.281392503951236,-8.2641288443605,-12.4398049728466,-4.83707902601307,0.753149847889189,1.00276434172175,-2.36683606243662,1.13095519799655,0.991153238179024,-1.03313210707298,-0.327179344936207,0.634692903522304,2.17190494464567,-1.39528768393339,1.0,1,7.768720133420407,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,7.768720133420407
145022,86570.0,-36.5105831707971,-40.9380484424022,-5.37798649493194,11.4745895673491,11.0669463279263,-5.98259437508946,0.0689631464156986,-3.91845054584783,7.19332680369628,4.17396495267233,1.53078056527597,0.579988031749372,2.23787055003083,-4.70567487711348,2.17969213580076,4.20261066666253,-2.8639220134624,-0.13217427433889,4.60600657015918,-22.8385483047643,-8.03754350385756,3.25844727952837,15.8794213574391,0.665993785767426,7.51958867870916,0.671344875063645,-3.82903944551164,22.6200722185803,102.0,0,7.408466625115205,1,Anomaly,Reconstruction error exceeded the anomaly threshold.,7.408466625115205
